R2;;;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2
38,882;Wrzosów;o;;|;16:17;16:46;16:55;;|;|;17:25;17:36;;
43,677;Miñsk Maz.;p;;15:57;16:21;16:49;16:59;;17:03;;17:29;17:39;;
;;o;;15:58;16:29;16:50; ;;17:05;;17:30;17:40;;
46,169;Miñsk Maz. Anielina Barcz¹ca;o o;;|;16:32;16:53;;;|;;17:33;17:43;;
49,225;;;;|;16:35;16:56;;;|;;17:36;17:46;;
53,486;Mienia Ceg³ów;o o;;|;16:38;16:59;;;|;;17:39;17:50;;
56,866;;;;16:05;16:42;17:02;;;17:12;;17:43;17:53;;
61,767;Mrozy;p;;16:08;16:46;17:06;;;17:16;;17:47;17:56;;
66,876;Grodziszcze Maz.;o o;;16:09; ;17:06;;;17:17;; ;17:57;;
;;;;|;;17:10;;;|;;;18:01;;
71,847;Sosnowe Koszewnica;o o;;|;;17:14;;;|;;;18:04;;
75,251;;;;|;;17:17;;;|;;;18:08;;
80,51;Kotuñ Sabinka;o o;;16:18;;17:21;;;17:27;;;18:12;;
88,427;;;;|;;17:26;;;|;;;18:18;;
92,945;Siedlce Zach.;o;;16:25;;17:29;;;17:34;;;18:22;;
95,776;Siedlce;p;;16:28;;17:32;;;17:37;;;18:25; ;
;;o;; ;; ;;;17:39;;; ;18:30;
98,496;Siedlce Wschodnie;o o;;;;;;;17:43;;;;18:33;
100,417;Bia³ki Siedleckie;;;;;;;;17:46;;;;18:36;
103,415;Kosiorki;o o;;;;;;;17:49;;;;18:39;
105,962;Borki Kosy;;;;;;;;17:52;;;;18:42;
110,404;Dziewule Radomyœl;o o;;;;;;;17:56;;;;18:46;
113,036;;;;;;;;;17:59;;;;18:49;
115,76;Krynka £ukowska;o p;;;;;;;18:02;;;;18:52;
123,53;£uków;;;;;;;;18:08;;;;18:57;
Do stacji : ;;;;;;;;;;Pilawa;;;;
UWAGI :;;;;;;;;;;;;;;
;[1];poc. kursuje przez Sulejówek Mi³osna;;;;;;;;;;;;
;;;;;;;;;;;;;;
R2;;;R2;R2;RE2;R2;R2;R2;R2;R2;R2;RE2;R2;R2
Warszawa - £uków wa¿ny od 23.XI do 8.XII;;;19223 (B);19813 (D);93862/3;93946/7;19879;10467 (D);93740/1;19881;21632/3;19233 (B);19883;10469
Km Od stacji : ;;;;;(D);(D);;;(D);;(D);;;
;;;;;¯yrardów;Piaseczno;;;GRODZISK MAZ.;;Radom;;;
0;Warszawa Zachodnia Warszawa Ochota;o o;17:06;17:25;17:28 <;17:43;17:47;;18:17;18:47;19:17;19:30 <;19:47;
2,175;;;17:10;17:29;;17:47;17:51;;18:21;18:51;19:21;;19:51;
3,082;Warszawa Œródmieœcie;o;17:13;17:32;< ;17:50;17:54;;18:24;18:54;19:24;< ;19:54;
3,082;Warszawa Centralna;p;< ;< ;17:32;< ;< ;;< ;< ;< ;19:34;< ;
;;o;< ;< ;17:40;< ;< ;;< ;< ;< ;19:40;< ;
4,872;Warszawa Powiœle Warszawa Stadion;o o;17:16;17:35;< ;17:53;17:57;;18:27;18:57;19:27;< ;19:57;
6,278;;;17:19;17:37;< ;17:56;18:00;;18:29;19:00;19:30;< ;20:00;
7,336;Warszawa Wschodnia;p;17:21;17:39;17:46;17:58;18:02;;18:31;19:02;19:32;19:46;20:02;
;;o;17:22;17:40;17:53;17:59;18:04;;18:33;19:03;19:33;19:51;20:03;
14,835;Warszawa Rembertów;p;17:29;17:47;|;18:06;18:10;;18:40;19:09;19:39;|;20:09;
;;o;17:30;17:48;|; ;18:11;;18:41;19:10;19:40;|;20:10;
19,467;W-wa Weso³a;o o;17:34;17:52;|;;18:16;;18:46;19:15;19:45;|;20:15;
21,265;W-wa Wola Grzybowska;;17:37;17:54;|;;18:18;;18:48;19:17;19:48;|;20:17;
23,071;Sulejówek;o;17:39;17:57;|;;18:21;;18:51;19:20;19:50;|;20:20;
24,649;Sulejówek Mi³osna;p;17:41;17:59;|;;18:22;;18:53;19:21;19:52;|;20:21;
;;o;17:42;17:59;|;;18:23;;18:54;19:22;19:53;|;20:22;
28,746;Halinów Cisie;o o;17:45;18:03;18:11;;18:26;;18:58;19:25;19:56;20:06;20:25;
31,895;;;17:48;18:06;|;;18:29;;19:01;19:28;19:59;|;20:28;
34,433;Dêbe Wielkie;o o;17:51;18:09;|;;18:32;;19:04;19:31;20:02;|;20:31;
35,743;Nowe Dêbe Wielkie;;17:53;18:11;|;;18:34;;19:06;19:33;20:04;|;20:33;
38,882;Wrzosów;o;17:56;18:14;|;;18:37;;19:09;19:36;20:07;|;20:36;
43,677;Miñsk Maz.;p;18:00;18:18;18:22;;18:40;;19:14;19:39;20:11;20:15;20:39;
;;o;18:01; ;18:23;;18:41;; ;19:40; ;20:16;20:48;
46,169;Miñsk Maz. Anielina Barcz¹ca;o o;18:04;;|;;18:44;;;19:43;;|;20:50;
49,225;;;18:07;;|;;18:47;;;19:46;;|;20:53;
53,486;Mienia Ceg³ów;o o;18:10;;|;;18:50;;;19:49;;|;20:57;
56,866;;;18:14;;18:30;;18:53;;;19:52;;20:23;21:00;
61,767;Mrozy;p;18:17;;18:33;;18:57;;;19:56;;20:27;21:03;
66,876;Grodziszcze Maz.;o o;18:18;;18:34;;18:57;;;19:56;;20:28;21:04;
;;;18:22;;|;;19:01;;;20:00;;|;21:08;
71,847;Sosnowe Koszewnica;o o;18:26;;|;;19:05;;;20:04;;|;21:12;
75,251;;;18:29;;|;;19:08;;;20:07;;|;21:15;
80,51;Kotuñ Sabinka;o o;18:33;;18:43;;19:12;;;20:11;;20:37;21:19;
88,427;;;18:38;;|;;19:17;;;20:16;;|;21:24;
92,945;Siedlce Zach.;o;18:42;;18:49;;19:20;;;20:19;;20:44;21:27;
95,776;Siedlce;p;18:45;;18:52;;19:23; ;;20:22;;20:47;21:30; 
;;o; ;; ;; ;19:33;; ;;20:48; ;21:35
98,496;Siedlce Wschodnie;o o;;;;;;19:36;;;;20:51;;21:38
100,417;Bia³ki Siedleckie;;;;;;;19:39;;;;20:53;;21:41
103,415;Kosiorki;o o;;;;;;19:42;;;;20:56;;21:44
105,962;Borki Kosy;;;;;;;19:45;;;;20:59;;21:47
110,404;Dziewule Radomyœl;o o;;;;;;19:49;;;;21:03;;21:51
113,036;;;;;;;;19:52;;;;21:06;;21:54
115,76;Krynka £ukowska;o p;;;;;;19:55;;;;21:09;;21:57
123,53;£uków;;;;;;;20:00;;;;21:14;;22:02
Do stacji : ;;;;;;;;;;;;;;
R2;;;R2;R2;R2;R2;R2;R2;R2;;;;;
Warszawa - £uków wa¿ny od 23.XI do 8.XII;;;93826/7;19885;19817 (B);19887;19893;19889;19889;;;;;
Km Od stacji : ;;;(D);;;;;[1];[2];;;;;
;;;GRODZISK MAZ.;;;;;;;;;;;
0;Warszawa Zachodnia Warszawa Ochota;o o;20:17;20:47;21:13;21:47;22:47;23:47;23:49 <;;;;;
2,175;;;20:21;20:51;21:17;21:51;22:51;23:51;;;;;;
3,082;Warszawa Œródmieœcie;o;20:24;20:54;21:20;21:54;22:54;23:54;< ;;;;;
3,082;Warszawa Centralna;p;< ;< ;< ;< ;< ;< ;23:53;;;;;
;;o;< ;< ;< ;< ;< ;< ;23:54;;;;;
4,872;Warszawa Powiœle Warszawa Stadion;o o;20:27;20:57;21:23;21:57;22:57;23:57;< ;;;;;
6,278;;;20:30;21:00;21:26;22:00;23:00;00:00;< ;;;;;
7,336;Warszawa Wschodnia;p;20:32;21:02;21:28;22:02;23:02;00:02;00:00;;;;;
;;o;20:33;21:03;21:29;22:03;23:03;00:03;00:01;;;;;
14,835;Warszawa Rembertów;p;20:39;21:09;21:35;22:09;23:09;00:09;00:09;;;;;
;;o;20:40;21:10;21:36;22:10;23:10;00:10;00:10;;;;;
19,467;W-wa Weso³a;o o;20:45;21:15;21:41;22:15;23:15;00:15;00:15;;;;;
21,265;W-wa Wola Grzybowska;;20:48;21:17;21:44;22:17;23:17;00:17;00:17;;;;;
23,071;Sulejówek;o;20:50;21:20;21:46;22:20;23:20;00:20;00:20;;;;;
24,649;Sulejówek Mi³osna;p;20:52;21:21;21:49;22:21;23:21;00:22;00:22;;;;;
;;o;20:53;21:22;21:49;22:22;23:22;00:22;00:22;;;;;
28,746;Halinów Cisie;o o;20:57;21:25;21:53;22:25;23:25;00:26;00:26;;;;;
31,895;;;21:00;21:28;21:56;22:28;23:28;00:29;00:29;;;;;
34,433;Dêbe Wielkie;o o;21:03;21:31;21:59;22:31;23:31;00:32;00:32;;;;;
35,743;Nowe Dêbe Wielkie;;21:05;21:33;22:01;22:33;23:33;00:34;00:34;;;;;
38,882;Wrzosów;o;21:09;21:36;22:04;22:36;23:36;00:37;00:37;;;;;
43,677;Miñsk Maz.;p;21:13;21:39;22:09;22:39;23:39;00:41;00:41;;;;;
;;o; ;21:40; ;22:40;23:40;00:42;00:42;;;;;
46,169;Miñsk Maz. Anielina Barcz¹ca;o o;;21:43;;22:43;23:43;00:45;00:45;;;;;
49,225;;;;21:46;;22:46;23:46;00:48;00:48;;;;;
53,486;Mienia Ceg³ów;o o;;21:49;;22:50;23:50;00:51;00:51;;;;;
56,866;;;;21:52;;22:53;23:53;00:55;00:55;;;;;
61,767;Mrozy;p;;21:56;;22:56;23:56;00:59;00:59;;;;;
66,876;Grodziszcze Maz.;o o;;21:56;;22:57;23:57;00:59;00:59;;;;;
;;;;22:00;;23:01;00:01;01:03;01:03;;;;;
71,847;Sosnowe Koszewnica;o o;;22:04;;23:05;00:05;01:07;01:07;;;;;
75,251;;;;22:07;;23:08;00:08;01:10;01:10;;;;;
80,51;Kotuñ Sabinka;o o;;22:11;;23:12;00:12;01:14;01:14;;;;;
88,427;;;;22:16;;23:17;00:17;01:20;01:20;;;;;
92,945;Siedlce Zach.;o;;22:19;;23:20;00:20;01:24;01:24;;;;;
95,776;Siedlce;p;;22:22;;23:23;00:23;01:27;01:27;;;;;
;;o;; ;; ;00:24; ; ;;;;;
98,496;Siedlce Wschodnie;o o;;;;;00:27;;;;;;;
100,417;Bia³ki Siedleckie;;;;;;00:29;;;;;;;
103,415;Kosiorki;o o;;;;;00:32;;;;;;;
105,962;Borki Kosy;;;;;;00:35;;;;;;;
110,404;Dziewule Radomyœl;o o;;;;;00:38;;;;;;;
113,036;;;;;;;00:41;;;;;;;
115,76;Krynka £ukowska;o p;;;;;00:44;;;;;;;
123,53;£uków;;;;;;00:49;;;;;;;
Do stacji : ;;;;;;;;;;;;;;
UWAGI :;;;;;;;;;;;;;;
[1]   kursuje oprócz 30.XI, 1-3.XII;;;;;;;;;;;;;;
[2]   kursuje 30.XI-3.XII;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
R2;;;R2;R8;R2;R2;R2;RE2;R8;R2;R2;R3;R2;91232/3
£uków - Warszawa wa¿ny od 23.XI do 8.XII;;;91850;93938/9;91898/9;91852/3;91854/5;91230/1;93930/1;91856/7;91898/9;93440/1;91800/1;£UKOWIANKA
Km Od stacji : ;;;91850/1;(D);(D);(C);;(E);(D);(D);(C);(D);(C);(E)
;;;;;;;;;;;;;;
0;£uków;o o;;;04:02;;;04:32;;;05:02;;;05:27
7,77;Krynka £ukowska;;;;04:08;;;04:38;;;05:07;;;05:34
10,494;Radomyœl Dziewule;o o;;;04:11;;;04:41;;;05:10;;;05:37
13,126;;;;;04:13;;;04:44;;;05:13;;;05:40
17,568;Borki Kosy Kosiorki;o o;;;04:17;;;04:47;;;05:16;;;05:44
20,115;;;;;04:19;;;04:50;;;05:19;;;05:47
23,113;Bia³ki Siedleckie;o o;;;04:22;;;04:53;;;05:22;;;05:50
25,034;Siedlce Wschodnie;;;;04:25;;;04:57;;;05:24;;;05:53
27,754;Siedlce;p; ;;04:28; ; ;05:00;; ;05:27;;;05:56
30,585;Siedlce Zach.;o o;03:29;;04:29;04:29;04:44;05:02;;05:28;05:28;;;05:58
;;;03:32;;04:32;04:32;04:47;05:05;;05:31;05:31;;;06:02
35,103;Sabinka Kotuñ;o o;03:35;;04:35;04:35;04:51;|;;05:34;05:34;;;|
43,02;;;03:40;;04:40;04:40;04:57;05:12;;05:39;05:39;;;06:10
48,279;Koszewnica Sosnowe;o o;03:44;;04:44;04:44;05:01;|;;05:43;05:43;;;|
51,683;;;03:47;;04:47;04:47;05:04;|;;05:46;05:46;;;|
56,654;Grodziszcze Maz.;o;03:51;;04:51;04:51;05:08;|;;05:50;05:50;;;|
61,763;Mrozy;p;03:55; ;04:55;04:55;05:12;05:21;;05:54;05:54;;;06:20
;;o;03:56;04:32;04:56;04:56;05:13;05:22;;05:55;05:55;;;06:21
66,664;Ceg³ów Mienia;o o;04:00;04:36;05:00;05:00;05:17;05:27;;05:59;05:59;;;06:26
70,044;;;04:03;04:40;05:03;05:03;05:21;|;;06:02;06:02;;;|
74,305;Barcz¹ca;o o;04:07;04:44;05:07;05:07;05:25;|;;06:06;06:06;;;|
77,361;Miñsk Maz. Anielina;;04:10;04:47;05:10;05:10;05:28;|;;06:09;06:09;;;|
79,853;Miñsk Maz.;p;04:12;04:49;05:12;05:12;05:30;05:34; ;06:11;06:11; ; ;06:34
84,648;Wrzosów;o o;04:13;04:50;05:13;05:13;05:43;05:35;05:54;06:12;06:12;06:18;06:18;06:35
;;;04:18;04:55;05:17;05:17;05:48;|;05:58;06:17;06:17;06:22;06:22;|
87,787;Nowe Dêbe Wielkie Dêbe Wielkie;o o;04:21;04:58;05:20;05:20;05:51;|;06:01;06:20;06:20;06:25;06:25;|
89,097;;;04:23;05:00;05:22;05:22;05:53;|;06:03;06:22;06:22;06:27;06:27;|
91,635;Cisie;o o;04:25;05:03;05:25;05:25;05:56;|;06:06;06:25;06:25;06:30;06:30;|
94,784;Halinów;;04:28;05:06;05:28;05:28;05:59;05:43;06:09;06:29;06:29;06:33;06:33;06:44
98,881;Sulejówek Mi³osna Sulejówek;o o;04:32;05:09;05:31;05:31;06:02;|;06:13;06:33;06:33;06:37;06:37;|
100,459;;;04:34;05:12;05:33;05:33;06:05;|;06:16;06:35;06:35;06:39;06:39;|
102,265;W-wa Wola Grzybowska W-wa Weso³a;o o;04:36;05:15;05:36;05:36;06:07;|;06:18;06:37;06:37;06:42;06:42;|
104,063;;;04:39;05:17;05:38;05:38;06:10;|;06:21;06:40;06:40;06:44;06:44;|
108,695;Warszawa Rembertów;p;04:43;05:21;05:42;05:42;06:14;|;06:25;06:43;06:43;06:48;06:48;|
;;o;04:44;05:22;05:43;05:43;06:15;|;06:26;06:44;06:44;06:49;06:49;|
116,194;Warszawa Wschodnia;p;04:51;05:28;05:50;05:50;06:22;06:01;06:32;06:50;06:50;06:56;06:56;07:02
;;o;04:52;05:29;05:52;05:52;06:23;06:04;06:33;06:52;06:52;06:59;06:59;07:04
117,252;Warszawa Stadion Warszawa Powiœle;o o;04:54;05:32;05:54;05:54;06:25;< ;06:36;06:54;06:54;07:02;07:02;< 
118,658;;;04:57;05:34;05:57;05:57;06:28;< ;06:38;06:57;06:57;07:04;07:04;< 
120,448;Warszawa Œródmieœcie;o;05:01;05:38;06:01;06:01;06:32;< ;06:42;07:01;07:01;07:08;07:08;< 
120,448;Warszawa Centralna;p;< ;< ;< ;< ;< ;06:09;< ;< ;< ;< ;< ;07:10
;;o;< ;< ;< ;< ;< ;06:12;< ;< ;< ;< ;< ;07:15
121,355;Warszawa Ochota;o p;05:03;05:41;06:03;06:03;06:34;< 06:16;06:45;07:03;07:03;07:11;07:11;< 07:19
123,53;Warszawa Zachodnia;;05:06;05:44;06:06;06:06;06:37;;06:48;07:06;07:06;07:14;07:14;
Do stacji : ;;;;CZACHÓWEK P£D.;;;;;Piaseczno;;;Sochaczew;;
LEGENDA :;;;;;;;;;;;;;;
(C) kursuje w soboty, niedziele i œwiêta;;;;;;;;;;;;;;
(D) kursuje od poniedzia³ku do pi¹tku oprócz œwi¹t;;;;;;;;;;;;;;
(E) kursuje od poniedzia³ku do soboty oprócz œwi¹t;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
R2;;;R2;R3;R2;R2;RE2;R2;R3;R2;R2;RE2;R8;R2
£uków - Warszawa wa¿ny od 23.XI do 8.XII;;;91940/1;93410/1;91840/1;11850 (D);11210/1;91858/9;93450/1;91802/3;11852;91234/5;12840/1;91860/1
Km Od stacji : ;;;(D);(E);(D);;(E) [1];;(D);(D);[2];(E);(D);
;;;;;;;Pilawa;;;;;;;
0;£uków;o o;;;;05:58;;;;;06:43;06:43;;
7,77;Krynka £ukowska;;;;;06:04;;;;;06:49;06:49;;
10,494;Radomyœl Dziewule;o o;;;;06:07;;;;;06:52;06:52;;
13,126;;;;;;06:10;;;;;06:55;06:55;;
17,568;Borki Kosy Kosiorki;o o;;;;06:14;;;;;06:59;06:59;;
20,115;;;;;;06:17;;;;;07:02;07:02;;
23,113;Bia³ki Siedleckie;o o;;;;06:20;;;;;07:05;07:05;;
25,034;Siedlce Wschodnie;;;;;06:22;;;;;07:07;07:07;;
27,754;Siedlce;p;;;;06:25;; ;;;07:10;07:10;; 
30,585;Siedlce Zach.;o o;;;; ;;06:30;;; ;07:11;;07:38
;;;;;;;;06:33;;;;07:14;;07:41
35,103;Sabinka Kotuñ;o o;;;;;;06:36;;;;|;;07:44
43,02;;;;;;;;06:41;;;;07:22;;07:50
48,279;Koszewnica Sosnowe;o o;;;;;;06:45;;;;|;;07:54
51,683;;;;;;;;06:48;;;;|;;07:57
56,654;Grodziszcze Maz.;o;;;;;;06:52;;;;|;;08:01
61,763;Mrozy;p;;; ;;;06:56;; ;;07:33;;08:05
;;o;;;06:37;;;06:57;;07:09;;07:33;;08:05
66,664;Ceg³ów Mienia;o o;;;06:41;;;07:01;;07:13;;07:38;;08:09
70,044;;;;;06:44;;;07:04;;07:17;;|;;08:12
74,305;Barcz¹ca;o o;;;06:48;;;07:08;;07:21;;|;;08:16
77,361;Miñsk Maz. Anielina;;;;06:51;;;07:11;;07:24;;07:45;;08:19
79,853;Miñsk Maz.;p;; ;06:53;;;07:13;;07:26;;07:48; ;08:21
84,648;Wrzosów;o o;;06:48;06:54;;|;07:22;;07:27;;07:49;08:13;08:22
;;;;06:53;06:59;;;07:26;;07:31;;|;08:17;08:26
87,787;Nowe Dêbe Wielkie Dêbe Wielkie;o o;;06:56;07:02;;|;07:29;;07:34;;|;08:20;08:29
89,097;;;;06:58;07:05;;|;07:31;;07:36;;|;08:22;08:31
91,635;Cisie;o o;;07:01;07:08;;|;07:34;;07:39;;|;08:25;08:34
94,784;Halinów;;;07:04;07:11;;|;07:37;;07:42;;07:58;08:28;08:37
98,881;Sulejówek Mi³osna Sulejówek;o o;;07:07;07:15;;07:28;07:40;;07:46;;08:02;08:32;08:40
100,459;;;;07:10;07:18;;|;07:42;;07:48;;08:04;08:35;08:42
102,265;W-wa Wola Grzybowska W-wa Weso³a;o o;;07:12;07:20;;|;07:45;;07:51;;|;08:37;08:45
104,063;;;;07:15;07:23;;|;07:47;;07:53;;08:08;08:40;08:47
108,695;Warszawa Rembertów;p; ;07:19;07:29;;|;07:51; ;07:57;;08:12;08:44;08:51
;;o;06:56;07:20;07:30;;|;07:52;07:45;07:58;;08:13;08:45;08:52
116,194;Warszawa Wschodnia;p;07:02;07:27;07:36;;07:46;07:58;07:51;08:05;;08:19;08:51;08:58
;;o;07:03;07:29;07:37;; ;07:59;07:52;08:07;;08:22;08:52;08:59
117,252;Warszawa Stadion Warszawa Powiœle;o o;07:06;07:32;07:39;;;08:02;07:54;08:09;;08:24;08:55;09:02
118,658;;;07:08;07:34;07:42;;;08:04;07:57;08:12;;08:27;08:57;09:04
120,448;Warszawa Œródmieœcie;o;07:12;07:38;07:46;;;08:08;08:01;08:16;;08:31;09:01;09:08
120,448;Warszawa Centralna;p;< ;< ;< ;;;< ;< ;< ;;< ;< ;< 
;;o;< ;< ;< ;;;< ;< ;< ;;< ;< ;< 
121,355;Warszawa Ochota;o p;07:15;07:41;07:48;;;08:11;08:03;08:18;;08:33;09:04;09:11
123,53;Warszawa Zachodnia;;07:18;07:44;07:51;;;08:14;08:06;08:21;;08:36;09:07;09:14
Do stacji : ;;;;£owicz G³ówny;;;;;Sochaczew;;;;Radom;
LEGENDA :;;;;;;;;;;;;;;
(D) kursuje od poniedzia³ku do pi¹tku oprócz œwi¹t;;;;;;;;;;;;;;
(E) kursuje od poniedzia³ku do soboty oprócz œwi¹tUWAGI :;;;;;;;;;;;;;;
[1]   poc. kursuje przez Sulejówek Mi³osna;;;;;;;;;;;;;;
[2]   kursuje w (7);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
R2;;;R2;R2;RE2;R2;R2;R2;R2;R2;91250 CZEREMSZAK;R2;R2;R2
£uków - Warszawa wa¿ny od 23.XI do 8.XII;;;91942/3;11822;91220/1;91804/5;91862;91806/7;11854 (D);91864/5;;91808/9;11826;91866/7
Km Od stacji : ;;;(D);;(D);;91862/3;;;;;(D);;
;;;;Terespol;;;;;;;Czeremcha;;Terespol;
0;£uków;o o;;07:34;;;;;08:57;;;;09:50;
7,77;Krynka £ukowska;;;07:40;;;;;09:03;;;;09:56;
10,494;Radomyœl Dziewule;o o;;07:43;;;;;09:06;;;;09:59;
13,126;;;;07:46;;;;;09:09;;;;10:02;
17,568;Borki Kosy Kosiorki;o o;;07:50;;;;;09:13;;;;10:06;
20,115;;;;07:53;;;;;09:16;;;;10:09;
23,113;Bia³ki Siedleckie;o o;;07:56;;;;;09:19;;;;10:12;
